year,country,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",Research and development expenditure (% of GDP),Scientific and technical journal articles,"Patent applications, nonresidents","Patent applications, residents",High-technology exports (current US$),High-technology exports (% of manufactured exports)
2011,GTM,89808790.0,10874530.0,0.0489399991929531,44.39,327.0,4.0,198225103.0,4.97164484250859
2011,HRV,262289982.51094,24294931.146557,0.736459970474243,4522.9,21.0,230.0,776020576.0,8.69115491266511
2011,HUN,2034865902.75293,2185665843.34058,1.17925000190735,6441.42,36.0,662.0,22847617000.0,25.1793618785036
2011,IND,2819291078.7559,302615975.492119,0.755020022392273,71374.74,33450.0,8841.0,14508694707.0,7.87117262454535
2011,ISL,68399224.8289515,127101613.78653,2.40367007255554,548.23,21.0,50.0,157705798.0,21.0528520977616
2011,ISR,1068300000.0,1099500000.0,3.93520998954773,11268.18,5526.0,1360.0,11681101000.0,18.3985722541565
2011,ITA,6609329692.64065,4030909755.86442,1.20155000686646,60521.84,927.0,8794.0,33756014081.0,7.97152825700225
2011,JPN,19172720512.1256,28989252520.8126,3.20536994934082,110457.48,55030.0,287580.0,133397946551.0,18.392253763449
2011,KGZ,6189091.0,1449782.0,0.15633000433445,49.58,5.0,124.0,11894487.0,3.95316862839585
2011,KOR,7415000000.0,4399000000.0,3.59198999404907,53624.1,40890.0,138034.0,133617297921.0,28.2133210437189
2011,LCN,12459086914.4864,1121083186.89275,0.707895859353389,77631.8630565786,51214.0,7230.0,68045866037.0,12.5352644010916
2011,LTU,34300086.1132979,726330.347334954,0.9026899933815,2443.84,15.0,93.0,1582168096.0,10.6070246805609
2011,LUX,246605712.587456,238889160.620313,1.42453002929688,587.83,43.0,85.0,1136384437.0,9.05059986162123
2011,LVA,52872035.8833871,9723114.3398268,0.71561998128891,1270.69,10.0,173.0,633818057.0,9.47083453064328
2011,MDA,16600000.0,5310000.0,0.337639987468719,188.17,11.0,97.0,19854270.0,7.41853479533401
2011,MDG,6950648.92487798,16089233.4613007,0.0906699970364571,96.42,58.0,3.0,65670723.0,9.08940857551219
2011,MEX,3399954682.0,416098047.0,0.452679991722107,11751.8,12990.0,1065.0,52264964480.0,21.1481206882898
2011,MKD,24885150.0,10312190.0,0.222760006785393,462.76,3.0,37.0,129992844.0,4.1101241476483
2011,MLT,597234766.653109,257894478.856289,0.665059983730316,197.48,6.0,9.0,1315205837.0,47.4128674796177
2011,MNE,2822505.36931993,815132.392793528,0.314850002527237,138.33,83.0,20.0,8063951.0,8.25360649688876
2011,MYS,1634190362.44068,149001091.627564,1.03341996669769,13550.23,5376.0,1076.0,66767865284.0,47.4089039264371
2011,NAC,43333308426.2267,110401100339.207,2.63912483221469,484636.043221436,286189.0,252504.0,194060991260.0,19.4048544088089
2011,NLD,35491119297.4835,30808052923.4441,1.8813099861145,30229.23,310.0,2585.0,86024475895.0,25.2390821012445
2011,NOR,778782346.309601,321690939.907861,1.61714005470276,9707.54,654.0,1122.0,5379991584.0,21.5440989109981
2011,NZL,1010436677.87468,312868939.337601,1.23222005367279,7675.32,4708.0,1501.0,729698249.0,9.97378060511744
2011,PAK,127000000.0,7000000.0,0.304910004138947,6069.82,861.0,92.0,324894440.0,1.814605630565
2011,PAN,68700000.0,7900000.0,0.173040002584457,130.16,420.0,21.0,1430455.0,1.44990604049757
2011,PER,215801198.333333,5370000.0,0.0828199982643127,596.78,1129.0,39.0,322873522.0,6.5422898527516
2011,POL,2407000000.0,270000000.0,0.752210021018982,25612.69,244.0,3879.0,9700758960.0,6.61892041429249
2011,PRT,600613719.00703,67001763.8731056,1.4574099779129,11915.85,75.0,571.0,1830313490.0,4.12398979203448
2011,ROU,482416189.504335,249910509.125679,0.474590003490448,9663.13,39.0,1424.0,5673719716.0,11.6358398403346
2011,RUS,5830320000.0,555780000.0,1.01545000076294,36397.08,14919.0,26495.0,5753483733.0,8.42178106569456
2011,SAS,3007490650.05801,311054597.750577,0.704480779623867,79862.85,34830.0,9172.0,14952097576.0,7.07472455145146
2011,SGP,20346152652.4996,2659774337.11484,2.06955003738403,10208.42,8738.0,1056.0,132167663861.0,47.7371556953814
2011,SVK,176539865.504216,3977137.74841422,0.652549982070923,3824.54,33.0,224.0,5015333938.0,7.52466327622856
2011,SVN,381272095.039405,52590087.2824741,2.41297006607056,3661.52,11.0,470.0,1499878902.0,6.21454157819942
2011,SWE,1924300997.80834,6640162801.74967,3.18702006340027,18466.61,337.0,2004.0,25829989917.0,18.6981620670435
2011,THA,3121260000.0,56940000.0,0.361460000276566,7243.97,2997.0,927.0,36145343805.0,22.6972118999979
2011,TUN,12075721.8795506,26424520.8187814,0.674579977989197,3699.17,543.0,137.0,1085024422.0,8.30214807388951
2011,UKR,746000000.0,107000000.0,0.710900008678436,6319.59,2604.0,2649.0,1932450185.0,4.51422667582385
2011,URY,33571028.4966882,430000.0,0.329620003700256,577.09,667.0,20.0,136348947.0,6.69748723624433
2011,USA,32912000000.0,107053000000.0,2.73802995681763,426831.73,255832.0,247750.0,166559643396.0,20.624916162211
2011,ZAF,2118146097.4808,139891552.178762,0.667530000209808,8324.47,6589.0,656.0,2745990089.0,6.20770722603867
2012,ARG,2216992899.83386,158152120.0527,0.634909987449646,7803.52,4078.0,735.0,1654528881.0,6.63636695569979
2012,AUT,1955209022.37902,1096419839.37034,2.91472005844116,12181.72,294.0,2258.0,18475532604.0,14.5446789024689
2012,BEL,2822609814.36103,2649669442.82256,2.28114008903503,16327.84,127.0,755.0,18578043351.0,8.9420007987591
2012,BGR,184750000.0,22800000.0,0.600390017032623,2648.91,14.0,245.0,1021476044.0,8.04755392750563
2012,BIH,9082194.35673652,13158734.5221215,0.265329986810684,550.32,14.0,2.0,80755223.0,2.61783206345175
2012,BLR,106800000.0,22900000.0,0.646030008792877,1043.1,190.0,1681.0,636491396.0,2.83746780265434
2012,BRA,4377895661.91,276418446.25,1.12683999538422,48166.15,25637.0,4798.0,9470914631.0,11.8872212915256
2012,CAN,10901911780.597,3931432400.06198,1.77304005622864,59761.57,30533.0,4709.0,33113402476.0,15.6186928492244
2012,CHE,20900338400.4579,22755548611.2832,2.8745698928833,20963.19,1508.0,1480.0,51281753023.0,26.0587678960902
2012,CHL,1072980131.54689,36188831.95,0.362129986286163,5059.05,2683.0,336.0,578366368.0,5.4362793557559
2012,CHN,17748983437.0,1044102041.0,1.91214001178741,329067.39,117464.0,535313.0,594110243099.0,30.8618085179503
2012,COL,947980078.125,138714017.578125,0.221159994602203,4076.94,1848.0,213.0,565873207.0,5.6774289147471
2012,CRI,310560930.38155,670.573626680772,0.547129988670349,311.7,578.0,9.0,2732053792.0,39.7898301713494
2012,CYP,127245097.473785,173942.065085414,0.437649995088577,798.85,8.0,4.0,55513249.0,16.5914967808238
2012,CZE,1042852405.55227,352174748.489915,1.76967000961304,13617.94,150.0,867.0,25452863333.0,18.5892063440962
2012,DEU,6396891367.77913,10295613426.3182,2.88165998458862,105639.02,14720.0,46620.0,202541990943.0,17.2272861923698
2012,DNK,1392512982.15561,2264341595.26795,2.98125004768372,12398.11,229.0,1406.0,9742007079.0,15.826335095061
2012,ECS,154685974688.044,125102046023.635,1.82782981703352,722787.984499217,127658.0,223012.0,765809220749.0,16.743394218389
2012,EST,61274606.2872205,19307726.9950371,2.12480998039246,1497.43,5.0,20.0,2356406386.0,20.5676117029777
2012,FIN,1774389256.05148,3326995162.51239,3.3983199596405,10587.78,129.0,1698.0,5472643075.0,10.4739136902235
2012,FRA,8754182545.12403,12742266510.8188,2.22707009315491,72430.66,2092.0,14540.0,114180529053.0,26.6906319566323
2012,GBR,10578261556.8883,16425117493.9841,1.57587003707886,98685.19,7865.0,15370.0,73189556183.0,23.460196722755
2012,GRC,370769831.008548,82105489.0798185,0.710049986839294,11842.68,28.0,628.0,1138029201.0,10.1435850577284
2012,GTM,93742530.0,12054730.0,0.0454300008714199,67.55,337.0,7.0,208074794.0,5.07039725439092
2012,HRV,307359863.576621,29576838.4522372,0.737249970436096,4442.57,32.0,217.0,913351645.0,11.812056164737
2012,HUN,1701009788.05818,2033139463.29219,1.25423002243042,6506.75,66.0,692.0,17575545657.0,21.2196345000288
2012,IND,3990055616.79302,321445173.962871,0.743990004062653,78135.08,34402.0,9553.0,13881886778.0,7.70439427946636
2012,ISR,1111700000.0,1056500000.0,4.08052015304565,11614.79,5473.0,1319.0,11566230000.0,19.8939600431067
2012,ITA,5585999530.02789,4099330835.25121,1.26218998432159,64130.5,871.0,8439.0,29554731669.0,7.59501140176072
2012,JPN,19897558092.8026,31892291571.9476,3.17371010780334,109040.04,55783.0,287013.0,129463812214.0,18.2382479591573
2012,KGZ,7755518.0,2745240.0,0.16609999537468,51.95,1.0,110.0,16118188.0,4.78258891603824
2012,KOR,8616600000.0,3902900000.0,3.8503999710083,56100.89,40779.0,148136.0,130675945808.0,28.2220757644767
2012,LCN,14153807347.4347,1103517077.04127,0.679762490018477,84087.4223372956,54246.0,7634.0,73967703535.0,12.8050956558522
2012,LTU,38179826.6160669,3849906.05645159,0.893040001392365,2247.28,15.0,109.0,1712696458.0,11.0422224951685
2012,LUX,870092007.347254,447944809.646184,1.20664000511169,593.83,52.0,109.0,925505869.0,8.68486923570019
2012,LVA,43691573.9981387,10278364.8200992,0.663070023059845,1147.24,12.0,193.0,777101185.0,11.406411147512
2012,MDA,18700000.0,4560000.0,0.349070012569427,203.1,22.0,93.0,26511802.0,5.13254701281781
2012,MEX,3647705203.0,292246222.0,0.402839988470078,12602.76,14020.0,1294.0,57555129440.0,21.3533236921301
2012,MKD,33907240.0,8277685.0,0.326759994029999,477.66,3.0,50.0,117340027.0,4.0704306600746
2012,MLT,446179048.214123,307639733.812374,0.804319977760315,248.87,6.0,11.0,1272189923.0,45.9493963950339
2012,MUS,15522665.5917039,1350305.96177802,0.177729994058609,115.62,14.0,4.0,10637134.0,0.929231405181229
2012,MYS,1543302849.41138,135611213.219889,1.09268999099731,14203.57,5826.0,1114.0,66601865553.0,47.5749674208281
2012,NAC,45973189358.1024,111800440989.47,2.5809312724847,490015.167543754,304566.0,273491.0,202272021180.0,19.2544053694976
2012,NLD,35470821448.7994,32281348152.0128,1.9162700176239,31031.95,338.0,2375.0,81513741828.0,25.4832942720764
2012,PER,363763314.99,7143518.57522738,0.0553000010550022,641.35,1136.0,54.0,355039046.0,4.69465769063035
2012,POL,2332000000.0,229000000.0,0.889970004558563,27711.05,247.0,4410.0,10728842468.0,7.81151383868806
2012,PRT,505194156.563273,52789710.0496277,1.37861001491547,13001.8,26.0,621.0,1919376035.0,4.49299865197501
2012,ROU,452525195.664416,346641378.502027,0.462399989366531,9844.05,55.0,1022.0,3649892920.0,8.17987951236471
2012,RUS,7629280000.0,664200000.0,1.02766001224518,36531.93,15510.0,28701.0,7731024109.0,9.08148979631111
2012,SAS,4176389146.68781,328703947.217225,0.743990004062653,87602.61,35501.0,9723.0,14365117563.0,6.93213567740338
2012,SGP,23105585202.3299,2812408517.96944,1.91832995414734,10823.23,8604.0,1081.0,136470490579.0,48.4626199153623
2012,SVK,180980256.105282,4219586.89053541,0.794610023498535,4189.34,35.0,168.0,6429707770.0,9.56862397042366
2012,SWE,2478866958.96532,7550143496.69063,3.23024988174438,19421.58,148.0,2288.0,22170259994.0,17.9838317924104
2012,TTO,54084973.4502651,427037.568211905,0.0412600003182888,205.67,213.0,2.0,32895103.0,0.760076691657486
2012,TUN,12804985.407652,23112998.6608119,0.649370014667511,3800.66,476.0,150.0,854246053.0,7.04236030847263
2012,UKR,727000000.0,124000000.0,0.723630011081696,6659.32,2464.0,2491.0,2647760449.0,6.47193610653839
2012,URY,87053683.5480724,47812689.1679255,0.308079987764359,584.87,678.0,22.0,198244859.0,9.90398875283763
2012,USA,35061000000.0,107869000000.0,2.67272996902466,430163.93,274033.0,268782.0,169157788627.0,20.174250704896
2012,ZAF,2017325060.0676,135297384.423848,0.669340014457703,9105.16,6836.0,608.0,2861275747.0,6.68713620452474
2013,ARG,2329270062.45138,179902421.57,0.618489980697632,7945.07,4129.0,643.0,1791037027.0,7.45820744914312
2013,AUS,3990851347.75895,813652776.299392,2.17708992958069,50921.2,26656.0,3061.0,5342736393.0,18.0075143774834
2013,AUT,1910483546.53956,1076112620.82635,2.95492005348206,12414.79,244.0,2162.0,20793050424.0,15.3690648693427
2013,BEL,3348514804.09598,3356686924.5767,2.33072996139526,16589.95,161.0,715.0,23020452724.0,10.6406117548271
2013,BGR,197870000.0,26720000.0,0.634239971637726,2680.44,15.0,282.0,1175494257.0,8.29440219336705
2013,BIH,7514459.63789364,17531852.245157,0.321319997310638,490.13,22.0,7.0,82099573.0,2.40453152014227
2013,BLR,145100000.0,27700000.0,0.651910006999969,1107.04,145.0,1489.0,796837310.0,4.60453619126972
2013,BRA,4761555280.06,368127587.4,1.19567000865936,50197.15,25925.0,4959.0,9066336666.0,11.9698618012495
2013,BWA,20994876.180708,93701.3146815048,0.560999989509583,167.45,1.0,8.0,26827409.0,0.399203014010107
2013,CAN,11801326421.0447,4569255358.03211,1.70624005794525,60074.83,30174.0,4567.0,32182263706.0,15.4941329115402
2013,CHL,1418818378.06583,38257351.95,0.390300005674362,5099.24,2732.0,340.0,696431125.0,6.69462231509352
2013,CHN,21033078371.0,886670295.0,1.99785995483398,355650.59,120200.0,704936.0,656130321776.0,31.5855813292794
2013,COL,1282431218.75,141459716.796875,0.257609993219376,4525.2,1781.0,251.0,773381766.0,7.76843663280142
2013,CRI,374402372.589322,196.422122728749,0.542530000209808,275.45,580.0,18.0,3074134472.0,43.4415513820508
2013,CZE,1160503560.34487,388825157.622931,1.87924003601074,13764.71,97.0,984.0,24683560894.0,17.334368506368
2013,DEU,8652108654.41192,17507041046.3835,2.8359899520874,106118.13,15814.0,47353.0,209304933980.0,17.2979906043683
2013,DNK,1735972102.31115,2314926349.68148,2.97047996520996,12912.29,193.0,1341.0,10196237936.0,15.822591156063
2013,ECS,178464142618.409,137501315333.539,1.80923233719159,739445.164919254,127925.0,225391.0,795994707073.0,17.043366350502
2013,ESP,4514279640.20002,1173589612.92664,1.27481997013092,54727.56,218.0,3026.0,14480413179.0,6.97005295956388
2013,EST,49014653.7914747,10079195.9305823,1.72412002086639,1450.11,17.0,25.0,2546333378.0,20.6761148166196
2013,FIN,1917947813.86481,3533405014.68464,3.27136993408203,10837.45,141.0,1596.0,4695482191.0,9.02643257926868
2013,FRA,11052411042.6942,13134300894.3505,2.23703002929688,73455.58,2196.0,14690.0,118820854036.0,27.1817177565412
2013,GBR,9637667044.69177,16799931970.1054,1.62095999717712,99858.85,7966.0,14972.0,74738907476.0,23.5876424891453
2013,GEO,13438271.71,3342545.4,0.0771000012755394,470.11,219.0,114.0,21318338.0,2.53840261675226
2013,GRC,322272258.560215,55007473.9062011,0.814779996871948,11775.12,19.0,698.0,951302817.0,8.47893188139786
2013,GTM,104190630.0,15423050.0,0.0391599982976913,72.98,319.0,4.0,213666508.0,5.14501106587835
2013,HRV,281825036.682347,23937692.0616009,0.795130014419556,4241.78,23.0,230.0,999788815.0,12.493497088882
2013,HUN,1966063663.9774,2048215288.76942,1.38409996032715,6306.37,66.0,642.0,17134185796.0,19.3691523112004
2013,IDN,1736373353.68153,51972616.78515,0.0847000032663345,2815.34,6787.0,663.0,6567489793.0,9.67606262852233
2013,IND,3903908830.45921,445568319.526626,0.706420004367828,82849.43,32362.0,10669.0,17945576995.0,8.87350364988968
2013,ISL,77949482.4640763,92372480.5141893,1.69237995147705,589.16,13.0,33.0,94981022.0,15.7355558714745
2013,ISR,998000000.0,1006700000.0,4.11677980422974,11390.71,4984.0,1201.0,11744655000.0,19.0362582405147
2013,ITA,6496265494.50459,3544148442.95075,1.30106997489929,67380.42,905.0,8307.0,31881513868.0,7.77207145281516
2013,JPN,17831143179.9957,31586957364.2198,3.27895998954773,108551.11,56705.0,271731.0,111257955701.0,17.7587589107099
2013,KAZ,147894953.505111,266600.0,0.171320006251335,621.51,378.0,1824.0,3111007262.0,38.5352075588581
2013,KGZ,6927118.0,3206938.0,0.149140000343323,56.04,3.0,111.0,17235761.0,5.43346578761496
2013,KOR,9836800000.0,4355300000.0,3.95124006271362,57320.12,44611.0,159978.0,143485221079.0,29.8181999078998
2013,LCN,15785236446.6797,1231250432.19465,0.70572467190865,87228.8877000021,54244.0,7662.0,75340795949.0,13.1756097624421
2013,LTU,51742886.9469995,33101353.7784171,0.94871997833252,2240.39,20.0,117.0,1907236937.0,11.0243128207069
2013,LUX,1352508591.20826,558453910.044024,1.23380994796753,765.94,56.0,113.0,743286957.0,6.8438523675119
2013,LVA,47866470.9801064,11930270.2533689,0.613210022449493,1192.04,8.0,225.0,1082132640.0,15.4178071105596
2013,MDA,24160000.0,6130000.0,0.297829985618591,212.96,29.0,67.0,16758559.0,2.76672880955816
2013,MEX,3801442516.0,316824833.0,0.408060014247894,13186.8,14234.0,1210.0,58518033081.0,20.5109447612712
2013,MKD,41586769.0,9149301.0,0.438939988613129,467.06,4.0,42.0,122676418.0,3.78245909545858
2013,MLT,510754971.704779,335530829.935472,0.743359982967377,292.87,4.0,13.0,1016402096.0,38.7105994227373
2013,MNG,14479922.2549237,865917.3718,0.232460007071495,162.96,132.0,133.0,22669722.0,16.2910691967733
2013,NAC,47106258441.5271,118393264639.943,2.59750388479004,492197.956970914,313955.0,292398.0,201493946025.0,19.257588660692
2013,NLD,39803405826.1877,34519210350.0575,2.15605998039246,31621.17,449.0,2315.0,80936819220.0,24.6659051147577
2013,NZL,982801999.76673,330543965.537854,1.15337002277374,7808.07,5167.0,1614.0,775321384.0,10.7264399315762
2013,PAK,126000000.0,6000000.0,0.261790007352829,7175.1,783.0,151.0,354220539.0,1.92488889432761
2013,PAN,80900000.0,4600000.0,0.0620599985122681,155.37,78.0,9.0,50963.0,0.0461195017892019
2013,PER,394276014.350001,4799712.99999999,0.0817399993538857,667.12,1193.0,73.0,355131400.0,5.00038314811373
2013,POL,2693000000.0,311000000.0,0.884829998016357,29634.94,174.0,4237.0,13662050275.0,8.74501767247922
2013,PRT,517704267.31449,45192160.0353333,1.32467997074127,13889.26,22.0,647.0,2135835442.0,4.70027794789762
2013,ROU,879803422.638754,119704079.636403,0.390240013599396,9740.94,53.0,993.0,3679011313.0,7.3981832313214
2013,RUS,8370790000.0,737890000.0,1.02732002735138,38952.94,16149.0,28765.0,9223725735.0,10.6336135964435
2013,SGP,22992008311.3562,3414448973.06801,1.92104005813599,11085.5,8579.0,1143.0,143355891818.0,50.3271857168025
2013,SVK,571824993.231388,26530198.4875048,0.820050001144409,4390.13,26.0,184.0,8084068922.0,11.0149736185922
2013,SWE,2810337837.00459,7951646547.40128,3.26042008399963,20023.76,163.0,2332.0,21883049806.0,18.0253832958642
2013,THA,4593395978.54861,62000822.1152309,0.441639989614487,7580.72,5832.0,1572.0,37098695791.0,22.1460745135469
2013,TUN,13664411.491647,25112972.471135,0.637000024318695,4230.52,437.0,112.0,801060250.0,6.42173605170587
2013,TUR,1582000000.0,102000000.0,0.812059998512268,30007.39,269.0,4392.0,3782775017.0,3.13055257636753
2013,UKR,1072000000.0,167000000.0,0.732999980449677,7355.95,2556.0,2856.0,2234806486.0,6.14613032578564
2013,USA,35294000000.0,113824000000.0,2.69591999053955,432033.06,283781.0,287831.0,169309014696.0,20.188635370966
2013,ZAF,1936693352.82322,135485211.948653,0.663299977779388,9656.24,6657.0,638.0,2615633129.0,6.52269958623918
2014,ARG,2098996165.63338,174205013.476897,0.593959987163544,8330.4,4173.0,509.0,1509996216.0,7.06113490427245
2014,AUT,1796854991.42672,1279030736.79152,3.08429002761841,12632.76,271.0,2092.0,21648234621.0,15.4904490132481
2014,BEL,3404143477.30742,3306641239.14739,2.37001991271973,16888.19,137.0,889.0,26767838222.0,11.9393517315379
2014,BGR,229820000.0,32710000.0,0.790069997310638,2661.88,16.0,218.0,1156706424.0,7.57800086773203
2014,BIH,6923384.87043434,13375078.4102952,0.257250010967255,491.61,2.0,41.0,93751572.0,2.49515315112739
2014,BLR,237300000.0,39100000.0,0.505479991436005,1059.93,105.0,652.0,694196900.0,4.16956289134921
2014,BRA,6147326281.71,375097938.44,1.26970994472504,52367.03,25683.0,4659.0,8794690902.0,12.3711688680768
2014,CAN,11712157364.1799,4763593321.23952,1.7148300409317,60858.96,31283.0,4198.0,28787810893.0,14.6664530922053
2014,CHL,1614627538.53355,40769468.9,0.376679986715317,5871.42,2653.0,452.0,731680359.0,7.09179365119211
2014,CHN,22613800781.52,676381923.65,2.02242994308472,385100.77,127042.0,801135.0,654030643704.0,29.7037271802947
2014,COL,1401046312.5,116382417.96875,0.303169995546341,4993.33,1898.0,260.0,762816334.0,8.11983496308117
2014,CZE,1343830327.29018,493180815.331754,1.95833003520966,15039.45,62.0,910.0,26896989563.0,17.3712318028821
2014,DEU,10729008199.2893,23486335058.5512,2.87784004211426,108118.23,17811.0,48154.0,215660926664.0,17.2097149731509
2014,DNK,1695330424.64732,2497261263.25473,2.9140899181366,14140.3,206.0,1377.0,10640792837.0,15.7179605296799
2014,ECS,209706511910.847,143597173196.173,1.92954239788838,759417.550112229,132015.0,221770.0,826744411576.0,17.1164641824849
2014,ESP,4474717117.51778,1436944061.33098,1.24159002304077,56177.8,225.0,2953.0,14666986404.0,6.91215361464722
2014,EST,61551392.4353936,12772797.4421346,1.43023002147675,1687.96,6.0,44.0,2709032485.0,23.652438820507
2014,FIN,1178587921.9761,2622438709.32277,3.14751005172729,11283.46,126.0,1419.0,5102766370.0,10.0525206084322
2014,FRA,12764510966.7405,14503437421.3803,2.27591991424561,73314.26,2033.0,14500.0,120716756777.0,27.4702736686884
2014,GBR,11675783432.4864,19803865187.8909,2.26487994194031,99810.65,7844.0,15196.0,76056349521.0,22.2044750130662
2014,GEO,19348328.75,1682200.68,0.169909998774529,460.12,187.0,110.0,26436679.0,3.07726524855447
2014,GRC,445973221.321364,107893971.526286,0.839980006217957,11537.0,19.0,651.0,1338279317.0,11.5060312558605
2014,GTM,134841560.0,15215600.0,0.0294899996370077,63.06,288.0,10.0,229707719.0,5.38681285513024
2014,HRV,273786121.39126,26143664.1118123,0.769020020961761,4062.94,30.0,170.0,915598803.0,10.4390521916801
2014,HUN,1701540945.78151,2056497180.20954,1.3445999622345,6670.04,73.0,546.0,15681730021.0,16.6901975118435
2014,IND,4848711888.70729,658722433.043535,0.701590001583099,91832.04,30814.0,12040.0,18334404544.0,9.22122174793918
2014,ISL,119197270.819461,159669307.116962,1.93615996837616,597.31,13.0,51.0,119694464.0,17.1233939798944
2014,ISR,1135700000.0,1281000000.0,4.20530986785889,12086.64,5148.0,1125.0,12408558000.0,19.4130528417277
2014,ITA,6228059561.70228,3212736077.23127,1.33840000629425,69089.63,781.0,8601.0,32867361936.0,7.73691381710463
2014,JPN,20941598563.3024,37336359360.3338,3.36788010597229,105286.6,60030.0,265959.0,107543978073.0,17.7805347199635
2014,KAZ,93680130.0,1776000.0,0.167219996452332,906.72,271.0,1742.0,3394068818.0,39.2634412451113
2014,KGZ,4981486.0,1405571.0,0.125359997153282,50.81,7.0,132.0,6232732.0,2.04825761793663
2014,KOR,10546000000.0,5541600000.0,4.07785987854004,60152.58,46219.0,164073.0,149062381047.0,30.0608682657817
2014,LCN,17479307313.5928,1252745751.05493,0.735252105078749,92552.0969436055,55532.0,7455.0,77110035978.0,13.2081341469501
2014,LTU,47451213.5702641,26333214.1209016,1.03011000156403,2444.28,42.0,123.0,2092945195.0,11.1391744920283
2014,LUX,1702490628.77187,1117869545.65872,1.21700000762939,876.26,90.0,128.0,679505046.0,5.97251741023821
2014,LVA,45149422.1088332,5316068.105086,0.689079999923706,1163.27,4.0,103.0,1329551397.0,17.7278751994184
2014,MDA,25080000.0,7040000.0,0.314630001783371,206.09,72.0,67.0,26537316.0,5.33908399973561
2014,MDG,6078177.07331837,9099806.48682656,0.0132099995389581,113.92,29.0,5.0,11096042.0,1.54006644159584
2014,MEX,3834926121.0,349306590.0,0.419620007276535,14167.62,14889.0,1246.0,61566553721.0,20.2220997751974
2014,MLT,555400198.751461,366376850.875647,0.691789984703064,289.77,8.0,5.0,856958447.0,34.7084179812082
2014,MNG,12999781.9524646,2429561.08055576,0.223399996757507,115.38,126.0,139.0,33796542.0,19.6159698597296
2014,MYS,1423860804.0752,75911178.8626671,1.2627500295639,16608.39,6267.0,1353.0,70953123101.0,49.2192547300414
2014,NAC,49285921236.9104,121143593321.24,2.6155556369369,495361.935945284,324989.0,289294.0,204819813945.0,19.3650672787881
2014,NLD,46617855688.9466,25978498297.8621,2.17330002784729,31939.52,288.0,2294.0,84488370148.0,24.5559687632591
2014,PAN,98700000.0,8300000.0,0.122950002551079,166.51,274.0,13.0,231391.0,0.195655792189705
2014,PER,465593559.833161,6000000.0,0.108050003647804,745.61,1204.0,83.0,206108972.0,4.25218632647416
2014,POL,2945000000.0,342000000.0,0.950760006904602,31104.41,155.0,3941.0,16757316984.0,10.0686277870269
2014,PRT,660632627.833126,70212336.1083474,1.28991997241974,14438.03,18.0,722.0,2314872279.0,4.88070967963708
2014,ROU,901296183.020081,140510393.70211,0.382079988718033,9746.12,84.0,952.0,4471798730.0,8.41047672645864
2014,RUS,8021370000.0,665790000.0,1.07240998744965,44778.75,16236.0,24072.0,10431810993.0,12.1254086015011
2014,SGP,20877550215.0665,3909474764.21609,2.082279920578,11333.21,9009.0,1303.0,144947459770.0,50.6403255755208
2014,SVK,672289267.978973,28772288.2510461,0.876999974250793,4941.0,23.0,211.0,8401870343.0,11.14773596298
2014,SWE,3869250937.68188,9254965595.79995,3.10184001922607,21042.01,441.0,1984.0,21308037662.0,17.8774672401497
2014,THA,3970840948.34167,56715882.257821,0.479880005121231,8203.92,6924.0,1006.0,38451617301.0,22.6439946046819
2014,TTO,70160562.6170824,648263.888235956,0.0759899988770485,242.35,184.0,4.0,6111216.0,0.124931158230268
2014,TUN,19438349.5074146,28038346.5622101,0.619880020618439,4528.82,400.0,142.0,871478331.0,6.76541303361882
2014,TUR,1686000000.0,98000000.0,0.856400012969971,30611.18,331.0,4766.0,4293034117.0,3.37973172045524
2014,UGA,12183518.6732308,12882006.42,0.142649993300438,510.01,3.0,5.0,11575196.0,2.67852875134755
2014,UKR,552000000.0,118000000.0,0.650340020656586,7282.92,2356.0,2457.0,1990020494.0,6.88754342926587
2014,URY,137250587.420938,57239039.7101042,0.317070007324219,740.37,639.0,37.0,178779702.0,8.55345463207328
2014,USA,37562000000.0,116380000000.0,2.70881009101868,434412.33,293706.0,285096.0,176029439000.0,20.4843982208576
2014,ZAF,1732081250.04942,136803952.770464,0.709869980812073,10323.83,6750.0,802.0,2807326935.0,6.66015445560224
2015,ARG,2178066123.6149,161745946.96071,0.622619986534119,8393.72,3579.0,546.0,1475181467.0,9.22572828013488
2015,AUS,3805980039.69546,1146658809.17587,1.91902005672455,54235.21,26314.0,2291.0,5091394845.0,19.6921472541598
2015,AUT,1477515224.41689,1052235869.68452,3.04969000816345,13137.08,236.0,2205.0,18084614342.0,15.0327319949068
2015,BEL,3336208270.6062,3203851057.56828,2.42816996574402,16730.49,148.0,949.0,22552909326.0,12.3351739681226
2015,BGR,185840000.0,50030000.0,0.949469983577728,2554.77,11.0,280.0,1188402574.0,8.45026671335107
2015,BLR,132700000.0,22300000.0,0.499989986419678,988.28,148.0,543.0,578013704.0,4.47973558121156
2015,BRA,5517267028.88,581080520.4,1.37092995643616,53504.24,25578.0,4641.0,9433128684.0,14.4858996246715
2015,CAN,10732654496.0011,4087280234.12164,1.69359004497528,61391.62,32687.0,4277.0,28242770992.0,14.8286795335378
2015,CHE,23785075242.4047,22677777819.1028,3.07832002639771,22207.15,446.0,1477.0,53797217928.0,27.0515100038866
